name;probability
org.jfree.chart.urls.TimeSeriesURLGeneratorTest.testEquals();0.5143
org.jfree.data.time.YearTest.testParseYear();0.1169
org.jfree.data.xy.XYSeriesTest.testGetMinX();0.1636
org.jfree.data.xy.VectorDataItemTest.testSerialization();0.1929
org.jfree.chart.plot.compass.MiddlePinNeedleTest.testCloning();0.0234
org.jfree.chart.plot.dial.StandardDialScaleTest.testValueToAngle();0.0468
org.jfree.data.time.QuarterTest.testQ1Y1900Next();0.1460
org.jfree.data.DefaultKeyedValues2DTest.testColumnCount();0.2382
org.jfree.data.xy.XYSeriesTest.testClear();0.0000
org.jfree.data.time.DayTest.testGetFirstMillisecondWithTimeZone();0.3506
org.jfree.chart.plot.dial.DialCapTest.testSerialization();0.1929
org.jfree.chart.urls.CustomCategoryURLGeneratorTest.testAddURLSeries();0.0935
org.jfree.data.time.SimpleTimePeriodTest.testHashcode();0.0430
org.jfree.data.general.DatasetUtilsTest.testFindStackedRangeBounds_CategoryDataset2();0.1636
org.jfree.data.category.CategoryToPieDatasetTest.testGetIndex();0.3273
org.jfree.chart.block.BorderArrangementTest.testCloning();0.0234
org.jfree.data.function.LineFunction2DTest.testConstructor();0.2338
org.jfree.chart.renderer.category.StackedBarRendererTest.testCloning();0.0234
org.jfree.data.time.WeekTest.testWeek12005();0.3807
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList2();0.1169
org.jfree.chart.plot.dial.ArcDialFrameTest.testEquals();0.5143
org.jfree.chart.renderer.RendererUtilsTest.test3561093();0.2571
org.jfree.chart.renderer.category.BarRendererTest.testHashcode();0.0430
org.jfree.data.time.HourTest.testGetFirstMillisecondWithTimeZone();0.3506
org.jfree.chart.plot.ThermometerPlotTest.testSerialization();0.1929
org.jfree.chart.plot.XYPlotTest.testMapDatasetToDomainAxis();0.3039
org.jfree.data.time.WeekTest.testGetLastMillisecond();0.0627
org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor();0.3273
org.jfree.chart.labels.StandardPieToolTipGeneratorTest.testSerialization();0.1929
org.jfree.data.time.TimeTableXYDatasetTest.testSerialization();0.1929
org.jfree.chart.block.ColorBlockTest.testCloning();0.0234
org.jfree.chart.renderer.category.GradientBarPainterTest.testHashcode();0.0430
org.jfree.data.time.HourTest.testSerialization();0.1929
org.jfree.chart.renderer.category.LineAndShapeRendererTest.testEquals();0.5143
org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest.testHashCode();0.0626
org.jfree.chart.urls.StandardPieURLGeneratorTest.testSerialization();0.1929
org.jfree.data.xy.XYSeriesCollectionTest.test1170825();0.2805
org.jfree.chart.imagemap.ImageMapUtilsTest.testJavascriptEscape();0.1683
org.jfree.chart.LineChartTest.testSetSeriesURLGenerator();0.3572
org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.block.GridArrangementTest.testNullBlock_NN();0.1187
org.jfree.data.time.YearTest.testNextPreviousWithCalendarPrototype();0.0683
org.jfree.chart.legend.LegendGraphicTest.testEquals();0.5143
org.jfree.chart.renderer.category.StatisticalBarRendererTest.testDrawWithNullDeviationVertical();0.3039
org.jfree.chart.renderer.xy.CandlestickRendererTest.testCloning();0.0234
org.jfree.data.KeyToGroupMapTest.testEquals();0.5143
org.jfree.data.time.TimeSeriesCollectionTest.testRemoveSeries();0.5143
org.jfree.chart.renderer.category.MinMaxCategoryRendererTest.testCloning();0.0234
org.jfree.chart.axis.MonthDateFormatTest.testSerialization();0.1929
org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest.testGetColumnCount();0.2338
org.jfree.data.time.TimeSeriesTest.testDelete_RegularTimePeriod();0.3065
org.jfree.chart.labels.StandardCategoryItemLabelGeneratorTest.testEquals();0.5143
org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.xy.HighLowRendererTest.testEquals();0.5143
org.jfree.chart.renderer.AreaRendererEndTypeTest.testEquals();0.5143
org.jfree.chart.plot.pie.PiePlotTest.testBug1126_b();0.1636
org.jfree.chart.annotations.CategoryLineAnnotationTest.testEquals();0.5143
org.jfree.chart.axis.PeriodAxisLabelInfoTest.testCreateInstance();0.2571
org.jfree.data.function.NormalDistributionFunction2DTest.testHashCode();0.0626
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendLabelURLGenerator();0.1727
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest.testFindRangeBounds();0.3273
org.jfree.data.statistics.StatisticsTest.testCalculateMedian3();0.0468
org.jfree.data.flow.DefaultFlowDatasetTest.testGetStageCount();0.1169
org.jfree.chart.entity.StandardEntityCollectionTest.testCloning();0.0234
org.jfree.data.time.TimeSeriesTest.testFindValueRange3();0.1636
org.jfree.chart.annotations.TextAnnotationTest.testSetRotationAnchor();0.0935
org.jfree.chart.axis.LogAxisTest.testSerialization();0.1929
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testNotification();0.2805
org.jfree.data.xy.XYSeriesTest.testRemove();0.2831
org.jfree.chart.renderer.xy.XYAreaRenderer2Test.testSerialization();0.1929
org.jfree.data.time.SecondTest.testDateConstructor1();0.1636
org.jfree.data.time.QuarterTest.testQuarterIntYearConstructorWithCustomCalendar(int,java.util.function.Consumer);0.6078
org.jfree.data.time.MillisecondTest.testNextPrevious();0.3792
org.jfree.data.function.NormalDistributionFunction2DTest.testConstructor();0.2338
org.jfree.data.time.SecondTest.testNextPrevious();0.3792
org.jfree.chart.plot.PlotRenderingInfoTest.testSerialization();0.1929
org.jfree.data.time.MonthTest.testNotCloneable();0.1322
org.jfree.chart.JFreeChartTest.testSerialization3();0.3974
org.jfree.chart.renderer.xy.WindItemRendererTest.testSerialization();0.1929
org.jfree.chart.block.EmptyBlockTest.testSerialization();0.1929
org.jfree.chart.axis.AxisLocationTest.testSerialization();0.1929
org.jfree.data.time.YearTest.testEqualsSelf();0.1181
org.jfree.chart.plot.XYPlotTest.testAxisLocationIndices();0.4461
org.jfree.data.xy.YIntervalSeriesTest.testCloning();0.0234
org.jfree.chart.renderer.xy.XYBubbleRendererTest.testHashcode();0.0430
org.jfree.chart.renderer.xy.XYBarRendererTest.testSerialization();0.1929
org.jfree.data.gantt.TaskSeriesTest.testSerialization();0.1929
org.jfree.chart.XYStepChartTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.data.xy.YWithXIntervalTest.testCloning();0.0234
org.jfree.chart.ChartRenderingInfoTest.testEquals();0.5143
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest.testCloning();0.0234
org.jfree.chart.plot.CrosshairTest.testPublicCloneable();0.1173
org.jfree.data.xy.MatrixSeriesTest.testEquals();0.5143
org.jfree.data.xy.XYBarDatasetTest.testEquals();0.5143
org.jfree.data.time.TimePeriodValuesCollectionTest.test1161340();0.1636
org.jfree.data.time.YearTest.testGetStart();0.0043
org.jfree.data.ComparableObjectSeriesTest.testHashCode();0.0626
org.jfree.chart.plot.CategoryPlotTest.testCloning3();0.3273
org.jfree.data.time.SecondTest.testNextPreviousWithCustomCalendar(int,java.util.function.Consumer);0.7948
org.jfree.data.time.YearTest.testDateConstructor1();0.1636
org.jfree.data.xy.YIntervalTest.testCloning();0.0234
org.jfree.data.time.TimeSeriesCollectionTest.testEquals();0.5143
org.jfree.chart.renderer.category.LayeredBarRendererTest.testPublicCloneable();0.1173
org.jfree.data.time.TimeSeriesCollectionTest.testSerialization();0.1929
org.jfree.chart.imagemap.ImageMapUtilsTest.testGetImageMapIllegalArgumentException();0.1211
org.jfree.data.gantt.TaskSeriesCollectionTest.testGetPercentComplete();0.1169
org.jfree.chart.labels.StandardXYZToolTipGeneratorTest.testHashCode();0.0626
org.jfree.data.xy.XYSeriesTest.testToArray();0.1403
org.jfree.chart.axis.PeriodAxisTest.testEqualsWithLocale();0.1252
org.jfree.data.time.SecondTest.testGetLastMillisecond();0.0627
org.jfree.chart.renderer.xy.XYDotRendererTest.testSerialization();0.1929
org.jfree.chart.axis.ModuloAxisTest.testCloning();0.0234
org.jfree.chart.renderer.xy.StackedXYBarRendererTest.testEquals();0.5143
org.jfree.data.general.DefaultKeyedValuesDatasetTest.testCloning();0.0234
org.jfree.chart.internal.ShapeUtilsTest.testEqualsLine2D();0.2338
org.jfree.data.xy.YIntervalTest.testSerialization();0.1929
org.jfree.chart.swing.ChartPanelTest.testSerialization();0.1929
org.jfree.chart.block.FlowArrangementTest.testSerialization();0.1929
org.jfree.data.time.TimeSeriesCollectionTest.testIndexOf();0.4000
org.jfree.data.xy.MatrixSeriesTest.testCloning();0.0234
org.jfree.chart.renderer.xy.StackedXYBarRendererTest.testFindRangeBounds();0.3273
org.jfree.data.xy.DefaultHighLowDatasetTest.testCloning();0.0234
org.jfree.data.xy.XYSeriesTest.testDelete();0.0073
org.jfree.data.xy.DefaultXYZDatasetTest.testEquals();0.5143
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testSerialization();0.1929
org.jfree.chart.plot.ValueMarkerTest.test1802195();0.2154
org.jfree.data.time.WeekTest.testGetLastMillisecondWithCalendar();0.1636
org.jfree.chart.axis.SubCategoryAxisTest.testCloning();0.0234
org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest.testAddValue();0.2104
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning2();0.5610
org.jfree.data.time.QuarterTest.testGetEnd();0.0374
org.jfree.data.time.TimeTableXYDatasetTest.testGetTimePeriod();0.3784
org.jfree.chart.plot.dial.DialBackgroundTest.testHashCode();0.0626
org.jfree.chart.plot.CategoryPlotTest.testAxisIndices();0.3994
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning();0.0234
org.jfree.data.general.DatasetUtilsTest.testCalculatePieDatasetTotal();0.0468
org.jfree.chart.annotations.TextAnnotationTest.testChangeEvents();0.3039
org.jfree.chart.GanttChartTest.testDrawWithNullInfo();0.3039
org.jfree.chart.ScatterPlotTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.data.DefaultKeyedValues2DTest.testCloning();0.0234
org.jfree.data.time.DayTest.testNotCloneable();0.1322
org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest.testCloning();0.0234
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest.testEquals2();0.0515
org.jfree.chart.axis.NumberTickUnitTest.testEquals();0.5143
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testSerialization();0.1929
org.jfree.chart.renderer.category.AreaRendererTest.testEquals();0.5143
org.jfree.data.function.LineFunction2DTest.testSerialization();0.1929
org.jfree.data.time.MillisecondTest.testGetFirstMillisecondWithTimeZone();0.3506
org.jfree.data.general.DefaultKeyedValuesDatasetTest.testSerialization();0.1929
org.jfree.chart.JFreeChartTest.testGetSubtitles();0.2805
org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest.testEquals();0.5143
org.jfree.data.category.DefaultCategoryDatasetTest.testEquals();0.5143
org.jfree.chart.renderer.DefaultPolarItemRendererTest.testCloning();0.0234
org.jfree.chart.axis.PeriodAxisLabelInfoTest.testEquals();0.5143
org.jfree.data.time.QuarterTest.testNextPreviousWithCalendarPrototype();0.0683
org.jfree.chart.renderer.category.DefaultCategoryItemRendererTest.testHashcode();0.0430
org.jfree.data.xy.TableXYDatasetTest.testPrune();0.2104
org.jfree.chart.renderer.xy.XYSplineRendererTest.testCloning();0.0234
org.jfree.chart.XYStepAreaChartTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.chart.renderer.category.ScatterRendererTest.testEquals();0.5143
org.jfree.chart.axis.DateAxisTest.testSerialization();0.1929
org.jfree.chart.renderer.category.LevelRendererTest.testHashcode();0.0430
org.jfree.data.time.TimeSeriesTest.testEquals();0.5143
org.jfree.data.time.ohlc.OHLCSeriesTest.testClear();0.0000
org.jfree.data.time.MonthTest.testEqualsSelf();0.1181
org.jfree.chart.renderer.xy.StackedXYBarRendererTest.testFindDomainBounds();0.3740
org.jfree.data.general.DefaultPieDatasetTest.testCloning();0.0234
org.jfree.chart.imagemap.ImageMapUtilsTest.testHTMLEscape();0.1585
org.jfree.data.category.DefaultCategoryDatasetTest.testRemoveRow();0.2805
org.jfree.chart.plot.XYPlotTest.testSerialization1();0.1870
org.jfree.data.general.DatasetUtilsTest.test803660();0.2104
org.jfree.chart.block.GridArrangementTest.testNullBlock_FF();0.1187
org.jfree.chart.plot.CombinedDomainXYPlotTest.testNotification();0.2805
org.jfree.chart.renderer.xy.StackedXYAreaRendererTest.testDrawWithNullInfo();0.3039
org.jfree.data.xy.XYSeriesTest.testRemove2();0.1636
org.jfree.chart.plot.pie.PiePlotTest.testGetDefaultSectionPaint();0.2324
org.jfree.data.xy.XYSeriesTest.testCloning2();0.5610
org.jfree.chart.renderer.xy.XYBarRendererTest.testSerialization2();0.2470
org.jfree.data.time.QuarterTest.testGetSerialIndex();0.0853
org.jfree.chart.labels.ItemLabelAnchorTest.testSerialization();0.1929
org.jfree.chart.axis.TickUnitsTest.testSerialization();0.1929
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testSetCategoryKeys();0.2665
org.jfree.chart.XYLineChartTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.chart.labels.SymbolicXYItemLabelGeneratorTest.testEquals();0.5143
org.jfree.data.category.SlidingCategoryDatasetTest.testGetRowIndex();0.1870
org.jfree.data.time.YearTest.testHashcode();0.0430
org.jfree.data.time.WeekTest.testGetFirstMillisecond();0.0519
org.jfree.chart.renderer.category.StandardBarPainterTest.testCloning();0.0234
org.jfree.chart.renderer.category.StatisticalBarRendererTest.testFindRangeBounds();0.3273
org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest.testSerialization();0.1929
org.jfree.data.xy.XIntervalSeriesTest.testAdditionOfDuplicateXValues();0.2597
org.jfree.chart.plot.pie.PieLabelRecordTest.testCloning();0.0234
org.jfree.data.statistics.MeanAndStandardDeviationTest.testSerialization();0.1929
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetRowCount();0.2805
org.jfree.chart.plot.FastScatterPlotTest.testEquals2();0.0515
org.jfree.chart.plot.IntervalMarkerTest.testGetSetEndValue();0.1636
org.jfree.data.time.WeekTest.testGetFirstMillisecondWithCalendar();0.3273
org.jfree.chart.renderer.xy.XYStepRendererTest.testCloning();0.0234
org.jfree.chart.renderer.category.BarRendererTest.testEquals();0.5143
org.jfree.data.time.TimeSeriesDataItemTest.testSerialization();0.1929
org.jfree.data.time.TimeSeriesTest.testAddOrUpdate4();0.4675
org.jfree.chart.axis.CategoryAnchorTest.testEquals();0.5143
org.jfree.chart.renderer.category.AreaRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.data.time.HourTest.testNextPreviousWithCalendarPrototype();0.0683
org.jfree.chart.axis.DateAxisTest.testPreviousStandardDateSecondA();0.4909
org.jfree.chart.axis.DateAxisTest.testBug2201869();0.7247
org.jfree.data.xy.XIntervalDataItemTest.testCloning();0.0234
org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest.testHashCode();0.0626
org.jfree.chart.title.CompositeTitleTest.testCloning();0.0234
org.jfree.data.xy.XYSeriesTest.testBug1955483();0.9135
org.jfree.chart.renderer.category.IntervalBarRendererTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.category.StatisticalBarRendererTest.testSerialization();0.1929
org.jfree.data.xy.XYIntervalSeriesTest.testAdd();0.3532
org.jfree.chart.axis.DateAxisTest.testPreviousStandardDateYearA();0.3974
org.jfree.data.time.HourTest.testFirstHourPrevious();0.2197
org.jfree.chart.plot.XYPlotTest.testCloning_QuadrantPaint();0.3506
org.jfree.chart.plot.CombinedDomainXYPlotTest.testConstructor1();0.1713
org.jfree.chart.annotations.CategoryTextAnnotationTest.testEquals();0.5143
org.jfree.chart.renderer.LookupPaintScaleTest.testGeneral();0.1636
org.jfree.data.KeyedObjectsTest.testInsertAndRetrieve();0.3974
org.jfree.chart.block.GridArrangementTest.testGridNotFull_FR();0.1870
org.jfree.chart.axis.DateAxisTest.testPreviousStandardDateMonthA();0.3039
org.jfree.data.xy.DefaultXYZDatasetTest.testPublicCloneable();0.1173
org.jfree.data.time.MonthTest.testGetLastMillisecondWithCalendar();0.1636
org.jfree.data.general.DatasetUtilsTest.testIterateRangeBounds();0.3172
org.jfree.chart.renderer.xy.XYAreaRenderer2Test.testPublicCloneable();0.1173
org.jfree.data.DomainOrderTest.testSerialization();0.1929
org.jfree.chart.XYStepChartTest.testReplaceDataset();0.6545
org.jfree.data.xy.XYIntervalSeriesTest.testAdditionOfDuplicateXValues();0.2597
org.jfree.chart.renderer.AbstractRendererTest.testPaintLookup();0.3506
org.jfree.chart.annotations.XYPointerAnnotationTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.xy.XYDotRendererTest.testHashcode();0.0430
org.jfree.chart.plot.PolarPlotTest.testTranslateToJava2D_NumberAxis();0.5844
org.jfree.chart.axis.LogAxisTest.testTranslateJava2DToValue();1.0000
org.jfree.chart.renderer.xy.DeviationStepRendererTest.testEquals();0.5143
org.jfree.chart.XYStepChartTest.testDrawWithNullInfo();0.3039
org.jfree.data.xy.XYIntervalSeriesTest.testClear();0.0000
org.jfree.data.time.WeekTest.testEquals();0.5143
org.jfree.data.function.NormalDistributionFunction2DTest.testSerialization();0.1929
org.jfree.data.xy.XYSeriesTest.testAdd();0.3532
org.jfree.chart.renderer.category.StackedBarRendererTest.testSerialization();0.1929
org.jfree.chart.entity.LegendItemEntityTest.testEquals();0.5143
org.jfree.data.xy.VectorSeriesTest.testClear();0.0000
org.jfree.chart.renderer.AbstractRendererTest.testOutlinePaintLookup();0.3740
org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest.testHashcode();0.0430
org.jfree.data.xy.XYSeriesTest.testSetMaximumItemCount4();0.2364
org.jfree.data.time.QuarterTest.testGetFirstMillisecond();0.0519
org.jfree.chart.axis.DateTickUnitTest.testEquals();0.5143
org.jfree.data.RangeTest.testIsNaNRange();0.1418
org.jfree.chart.plot.MeterIntervalTest.testEquals();0.5143
org.jfree.data.function.PowerFunction2DTest.testConstructor();0.2338
org.jfree.data.time.MillisecondTest.testEquals();0.5143
org.jfree.data.time.TimeSeriesTest.testRemoveAgedItems();0.3740
org.jfree.chart.annotations.CategoryLineAnnotationTest.testSerialization();0.1929
org.jfree.chart.block.BorderArrangementTest.testSerialization();0.1929
org.jfree.chart.plot.compass.ShipNeedleTest.testEquals();0.5143
org.jfree.chart.plot.CategoryPlotTest.testAxisLocationIndices();0.4461
org.jfree.data.time.MillisecondTest.testSerialization();0.1929
org.jfree.data.DefaultKeyedValues2DTest.testGetColumnKey();0.2338
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendLabelToolTipGenerator();0.2846
org.jfree.chart.axis.NumberAxisTest.testSetLowerBound();0.3470
org.jfree.chart.title.CompositeTitleTest.testEquals();0.5143
org.jfree.data.flow.DefaultFlowDatasetTest.testCloning();0.0234
org.jfree.chart.plot.pie.PiePlotTest.testEquals();0.5143
org.jfree.data.statistics.SimpleHistogramDatasetTest.testRemoveAllBins();0.1914
org.jfree.chart.block.AbstractBlockTest.testSerialization();0.1929
org.jfree.chart.title.TitleTest.testHashcode();0.0430
org.jfree.chart.plot.XYPlotTest.testBug2817504();0.2104
org.jfree.data.time.QuarterTest.testNextPrevious();0.3792
org.jfree.chart.block.LabelBlockTest.testEquals();0.5143
org.jfree.chart.renderer.category.WaterfallBarRendererTest.testCloning();0.0234
org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest.testGenerateLabel();0.2338
org.jfree.chart.annotations.CategoryTextAnnotationTest.testCloning();0.0234
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest.testDrawWithNullInfo();0.3039
org.jfree.chart.XYBarChartTest.testDrawWithNullInfo();0.3039
org.jfree.data.time.TimeSeriesTest.testGetDataItem1();0.2104
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest.testConstructor();0.2338
org.jfree.chart.renderer.xy.StandardXYItemRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.data.gantt.TaskSeriesTest.testGetTask();0.5377
org.jfree.data.general.DatasetUtilsTest.testFindMinimumStackedRangeValue();0.1870
org.jfree.data.time.MonthTest.testJan1900Previous();0.4129
org.jfree.data.time.MinuteTest.testGetFirstMillisecondWithCalendar();0.3273
org.jfree.data.gantt.TaskSeriesCollectionTest.testGetRowCount();0.2805
org.jfree.data.time.QuarterTest.testGetFirstMillisecondWithTimeZone();0.3506
org.jfree.data.time.MonthTest.testDateConstructorWithCalendarPrototype();0.0683
org.jfree.chart.renderer.xy.WindItemRendererTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.AbstractRendererTest.testSerialization();0.1929
org.jfree.data.xy.XIntervalSeriesTest.testGetXHighValue();0.1662
org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest.testCloning();0.0234
org.jfree.data.time.QuarterTest.testQuarterIntYearConstructorWithCalendarPrototype();0.0683
org.jfree.chart.block.AbstractBlockTest.testCloning();0.0234
org.jfree.data.KeyedObjects2DTest.testSerialization();0.1929
org.jfree.chart.renderer.category.StandardBarPainterTest.testSerialization();0.1929
org.jfree.data.xy.XYSeriesTest.testUpdate2();0.3506
org.jfree.chart.renderer.category.AreaRendererTest.testSerialization();0.1929
org.jfree.data.function.PowerFunction2DTest.testHashCode();0.0626
org.jfree.chart.title.TextTitleTest.testEquals();0.5143
org.jfree.data.ComparableObjectSeriesTest.testCloning();0.0234
org.jfree.chart.renderer.xy.XYSplineRendererTest.testHashcode();0.0430
org.jfree.chart.renderer.category.IntervalBarRendererTest.testSerialization();0.1929
org.jfree.chart.plot.XYPlotTest.testSerialization5();0.3506
org.jfree.chart.plot.dial.StandardDialRangeTest.testHashCode();0.0626
org.jfree.chart.renderer.xy.DeviationRendererTest.testSerialization();0.1929
org.jfree.chart.annotations.XYBoxAnnotationTest.testDrawWithNullInfo();0.3039
org.jfree.chart.plot.XYPlotTest.testMapDatasetToRangeAxis();0.5844
org.jfree.data.time.TimeSeriesTest.testSerialization();0.1929
org.jfree.data.gantt.TaskSeriesCollectionTest.testRemove();0.2831
org.jfree.chart.renderer.category.StatisticalBarRendererTest.testDrawWithNullMeanHorizontal();0.3039
org.jfree.data.DefaultKeyedValuesTest.testGetIndex2();0.2615
org.jfree.chart.plot.pie.PiePlotTest.testCloning_URLGenerator();0.1727
org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest.testEquals();0.5143
org.jfree.data.time.TimeSeriesCollectionTest.testGetRangeBounds();0.5377
org.jfree.chart.text.format.LogFormatTest.testEquals();0.5143
org.jfree.chart.renderer.xy.XYBarRendererTest.testFindRangeBounds2();0.4675
org.jfree.data.general.DefaultKeyedValueDatasetTest.testEquals();0.5143
org.jfree.chart.axis.DateAxisTest.testJava2DToValue();0.7481
org.jfree.data.KeyToGroupMapTest.testGroupCount();0.2338
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDatasetTest.testGetRangeBounds();0.5377
org.jfree.chart.renderer.category.LayeredBarRendererTest.testEquals();0.5143
org.jfree.chart.annotations.XYShapeAnnotationTest.testHashCode();0.0626
org.jfree.chart.axis.NumberAxisTest.testTranslateJava2DToValue();1.0000
org.jfree.data.time.QuarterTest.testNextPreviousWithThreadLocalCalendar();0.1150
org.jfree.data.time.YearTest.testGetFirstMillisecondWithCalendar();0.3273
org.jfree.chart.annotations.XYPointerAnnotationTest.testSerialization();0.1929
org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest.testPublicCloneable();0.1173
